"","Genes","Number of Splicing Events","dataset"
"9145","SPRED2",1,"AdultCTX"
"9146","SPRY2",1,"AdultCTX"
"9147","SPRYD3",1,"AdultCTX"
"9148","SPTBN2",1,"AdultCTX"
"9149","SPTBN4",1,"AdultCTX"
"9150","SPTLC1",1,"AdultCTX"
"9151","SPX",1,"AdultCTX"
"9152","SREK1",1,"AdultCTX"
"9153","SRGAP2",1,"AdultCTX"
"9154","SRRT",1,"AdultCTX"
"9155","SRSF1",1,"AdultCTX"
"9156","SRSF11",1,"AdultCTX"
"9157","SRSF4",1,"AdultCTX"
"9158","SRSF9",1,"AdultCTX"
"9159","SSB",1,"AdultCTX"
"9160","SSBP1",1,"AdultCTX"
"9161","SSBP3",1,"AdultCTX"
"9162","SSR1",1,"AdultCTX"
"9163","ST3GAL3",1,"AdultCTX"
"9164","ST5",1,"AdultCTX"
"9165","ST6GALNAC6",1,"AdultCTX"
"9166","ST7",1,"AdultCTX"
"9167","STARD3NL",1,"AdultCTX"
"9168","STAT2",1,"AdultCTX"
"9169","STIM1",1,"AdultCTX"
"9170","STIP1",1,"AdultCTX"
"9171","STK11",1,"AdultCTX"
"9172","STK24",1,"AdultCTX"
"9173","STK32C",1,"AdultCTX"
"9174","STMN3",1,"AdultCTX"
"9175","STMN4",1,"AdultCTX"
"9176","STPG1",1,"AdultCTX"
"9177","STRADA",1,"AdultCTX"
"9178","STRBP",1,"AdultCTX"
"9179","STX3",1,"AdultCTX"
"9180","STXBP5L",1,"AdultCTX"
"9181","STXBP6",1,"AdultCTX"
"9182","STYK1",1,"AdultCTX"
"9183","SUGT1",1,"AdultCTX"
"9184","SULF2",1,"AdultCTX"
"9185","SUMF1",1,"AdultCTX"
"9186","SUMF2",1,"AdultCTX"
"9187","SUMO1",1,"AdultCTX"
"9188","SUMO2",1,"AdultCTX"
"9189","SUN2",1,"AdultCTX"
"9190","SUPT16H",1,"AdultCTX"
"9191","SURF2",1,"AdultCTX"
"9192","SUV39H1",1,"AdultCTX"
"9193","SUZ12",1,"AdultCTX"
"9194","SV2A",1,"AdultCTX"
"9195","SVIL-AS1",1,"AdultCTX"
"9196","SVOP",1,"AdultCTX"
"9197","SYMPK",1,"AdultCTX"
"9198","SYNGR3",1,"AdultCTX"
"9199","SYNPO",1,"AdultCTX"
"9200","SYS1-DBNDD2",1,"AdultCTX"
"9201","SYT12",1,"AdultCTX"
"9202","SYT17",1,"AdultCTX"
"9203","SYT3",1,"AdultCTX"
"9204","SYTL2",1,"AdultCTX"
"9205","SZRD1",1,"AdultCTX"
"9206","TAB1",1,"AdultCTX"
"9207","TAC1",1,"AdultCTX"
"9208","TAF1C",1,"AdultCTX"
"9209","TAFA4",1,"AdultCTX"
"9210","TAFA5",1,"AdultCTX"
"9211","TAGLN3",1,"AdultCTX"
"9212","TAOK3",1,"AdultCTX"
"9213","TAPT1",1,"AdultCTX"
"9214","TARDBP",1,"AdultCTX"
"9215","TATDN2",1,"AdultCTX"
"9216","TAX1BP1",1,"AdultCTX"
"9217","TAZ",1,"AdultCTX"
"9218","TBC1D13",1,"AdultCTX"
"9219","TBC1D14",1,"AdultCTX"
"9220","TBC1D20",1,"AdultCTX"
"9221","TBC1D22B",1,"AdultCTX"
"9222","TBC1D25",1,"AdultCTX"
"9223","TBC1D5",1,"AdultCTX"
"9224","TBC1D7",1,"AdultCTX"
"9225","TBC1D8",1,"AdultCTX"
"9226","TBC1D9B",1,"AdultCTX"
"9227","TBCB",1,"AdultCTX"
"9228","TBCE",1,"AdultCTX"
"9229","TBKBP1",1,"AdultCTX"
"9230","TBL3",1,"AdultCTX"
"9231","TBP",1,"AdultCTX"
"9232","TBPL1",1,"AdultCTX"
"9233","TBRG1",1,"AdultCTX"
"9234","TBRG4",1,"AdultCTX"
"9235","TCAIM",1,"AdultCTX"
"9236","TCEAL7",1,"AdultCTX"
"9237","TCEAL8",1,"AdultCTX"
"9238","TCERG1",1,"AdultCTX"
"9239","TCERG1L",1,"AdultCTX"
"9240","TCP1",1,"AdultCTX"
"9241","TCP11L1",1,"AdultCTX"
"9242","TCTA",1,"AdultCTX"
"9243","TDRD3",1,"AdultCTX"
"9244","TDRD7",1,"AdultCTX"
"9245","TECPR1",1,"AdultCTX"
"9246","TECR",1,"AdultCTX"
"9247","TEF",1,"AdultCTX"
"9248","TENT2",1,"AdultCTX"
"9249","TEPSIN",1,"AdultCTX"
"9250","TERF1",1,"AdultCTX"
"9251","TERF2IP",1,"AdultCTX"
"9252","TESC",1,"AdultCTX"
"9253","TESK1",1,"AdultCTX"
"9254","TEX22",1,"AdultCTX"
"9255","TEX261",1,"AdultCTX"
"9256","TEX264",1,"AdultCTX"
"9257","TF",1,"AdultCTX"
"9258","TFCP2",1,"AdultCTX"
"9259","TFDP1",1,"AdultCTX"
"9260","TFEB",1,"AdultCTX"
"9261","TFIP11",1,"AdultCTX"
"9262","THAP9-AS1",1,"AdultCTX"
"9263","THEM6",1,"AdultCTX"
"9264","THNSL1",1,"AdultCTX"
"9265","THNSL2",1,"AdultCTX"
"9266","THOC1",1,"AdultCTX"
"9267","THOC2",1,"AdultCTX"
"9268","THOC5",1,"AdultCTX"
"9269","THOC7",1,"AdultCTX"
"9270","THRB",1,"AdultCTX"
"9271","THUMPD3",1,"AdultCTX"
"9272","THY1",1,"AdultCTX"
"9273","TIAL1",1,"AdultCTX"
"9274","TIAM2",1,"AdultCTX"
"9275","TIMM10",1,"AdultCTX"
"9276","TIMM21",1,"AdultCTX"
"9277","TIMM8B",1,"AdultCTX"
"9278","TIMMDC1",1,"AdultCTX"
"9279","TLE1",1,"AdultCTX"
"9280","TLE4",1,"AdultCTX"
"9281","TLE5",1,"AdultCTX"
"9282","TLN2",1,"AdultCTX"
"9283","TM2D2",1,"AdultCTX"
"9284","TM2D3",1,"AdultCTX"
"9285","TM6SF1",1,"AdultCTX"
"9286","TM7SF3",1,"AdultCTX"
"9287","TM9SF4",1,"AdultCTX"
"9288","TMA7",1,"AdultCTX"
"9289","TMBIM1",1,"AdultCTX"
"9290","TMBIM4",1,"AdultCTX"
"9291","TMCC2",1,"AdultCTX"
"9292","TMCO1",1,"AdultCTX"
"9293","TMED1",1,"AdultCTX"
"9294","TMEM119",1,"AdultCTX"
"9295","TMEM126B",1,"AdultCTX"
"9296","TMEM127",1,"AdultCTX"
"9297","TMEM141",1,"AdultCTX"
"9298","TMEM143",1,"AdultCTX"
"9299","TMEM144",1,"AdultCTX"
"9300","TMEM14A",1,"AdultCTX"
"9301","TMEM151B",1,"AdultCTX"
"9302","TMEM155",1,"AdultCTX"
"9303","TMEM160",1,"AdultCTX"
"9304","TMEM161A",1,"AdultCTX"
"9305","TMEM161B-AS1",1,"AdultCTX"
"9306","TMEM170A",1,"AdultCTX"
"9307","TMEM177",1,"AdultCTX"
"9308","TMEM179",1,"AdultCTX"
"9309","TMEM181",1,"AdultCTX"
"9310","TMEM183A",1,"AdultCTX"
"9311","TMEM184C",1,"AdultCTX"
"9312","TMEM198B",1,"AdultCTX"
"9313","TMEM214",1,"AdultCTX"
"9314","TMEM222",1,"AdultCTX"
"9315","TMEM241",1,"AdultCTX"
"9316","TMEM243",1,"AdultCTX"
"9317","TMEM250",1,"AdultCTX"
"9318","TMEM263",1,"AdultCTX"
"9319","TMEM266",1,"AdultCTX"
"9320","TMEM268",1,"AdultCTX"
"9321","TMEM42",1,"AdultCTX"
"9322","TMEM50A",1,"AdultCTX"
"9323","TMEM51",1,"AdultCTX"
"9324","TMEM53",1,"AdultCTX"
"9325","TMEM63B",1,"AdultCTX"
"9326","TMEM69",1,"AdultCTX"
"9327","TMEM70",1,"AdultCTX"
"9328","TMEM9",1,"AdultCTX"
"9329","TMEM94",1,"AdultCTX"
"9330","TMEM98",1,"AdultCTX"
"9331","TMEM9B",1,"AdultCTX"
"9332","TMSB4X",1,"AdultCTX"
"9333","TMTC4",1,"AdultCTX"
"9334","TNFSF13",1,"AdultCTX"
"9335","TNIK",1,"AdultCTX"
"9336","TNIP1",1,"AdultCTX"
"9337","TNPO1",1,"AdultCTX"
"9338","TNPO2",1,"AdultCTX"
"9339","TOB1",1,"AdultCTX"
"9340","TOB1-AS1",1,"AdultCTX"
"9341","TOLLIP",1,"AdultCTX"
"9342","TOMM34",1,"AdultCTX"
"9343","TOMM40",1,"AdultCTX"
"9344","TOMM6",1,"AdultCTX"
"9345","TOP1MT",1,"AdultCTX"
"9346","TOP3B",1,"AdultCTX"
"9347","TOR3A",1,"AdultCTX"
"9348","TOX2",1,"AdultCTX"
"9349","TP53BP2",1,"AdultCTX"
"9350","TP53I13",1,"AdultCTX"
"9351","TP53INP2",1,"AdultCTX"
"9352","TPD52L2",1,"AdultCTX"
"9353","TPP1",1,"AdultCTX"
"9354","TPPP",1,"AdultCTX"
"9355","TPPP3",1,"AdultCTX"
"9356","TPRKB",1,"AdultCTX"
"9357","TPRN",1,"AdultCTX"
"9358","TRA2B",1,"AdultCTX"
"9359","TRAPPC5",1,"AdultCTX"
"9360","TREX1",1,"AdultCTX"
"9361","TREX2",1,"AdultCTX"
"9362","TRIM13",1,"AdultCTX"
"9363","TRIM28",1,"AdultCTX"
"9364","TRIM33",1,"AdultCTX"
"9365","TRIM36",1,"AdultCTX"
"9366","TRIM44",1,"AdultCTX"
"9367","TRIM8",1,"AdultCTX"
"9368","TRIQK",1,"AdultCTX"
"9369","TRMT11",1,"AdultCTX"
"9370","TRMT112",1,"AdultCTX"
"9371","TRMT61A",1,"AdultCTX"
"9372","TRPC4AP",1,"AdultCTX"
"9373","TRPT1",1,"AdultCTX"
"9374","TSC2",1,"AdultCTX"
"9375","TSC22D2",1,"AdultCTX"
"9376","TSC22D3",1,"AdultCTX"
"9377","TSC22D4",1,"AdultCTX"
"9378","TSEN54",1,"AdultCTX"
"9379","TSFM",1,"AdultCTX"
"9380","TSN",1,"AdultCTX"
"9381","TSNARE1",1,"AdultCTX"
"9382","TSPAN14",1,"AdultCTX"
"9383","TSPAN7",1,"AdultCTX"
"9384","TSPOAP1-AS1",1,"AdultCTX"
"9385","TSPYL2",1,"AdultCTX"
"9386","TSR1",1,"AdultCTX"
"9387","TSR2",1,"AdultCTX"
"9388","TSSC4",1,"AdultCTX"
"9389","TSTA3",1,"AdultCTX"
"9390","TTC1",1,"AdultCTX"
"9391","TTC38",1,"AdultCTX"
"9392","TTC7B",1,"AdultCTX"
"9393","TTC8",1,"AdultCTX"
"9394","TTI1",1,"AdultCTX"
"9395","TTLL3",1,"AdultCTX"
"9396","TTYH2",1,"AdultCTX"
"9397","TTYH3",1,"AdultCTX"
"9398","TUBB2B",1,"AdultCTX"
"9399","TUBB3",1,"AdultCTX"
"9400","TUBGCP2",1,"AdultCTX"
"9401","TUBGCP5",1,"AdultCTX"
"9402","TUFM",1,"AdultCTX"
"9403","TULP3",1,"AdultCTX"
"9404","TULP4",1,"AdultCTX"
"9405","TUSC2",1,"AdultCTX"
"9406","TUT1",1,"AdultCTX"
"9407","TWF1",1,"AdultCTX"
"9408","TWF2",1,"AdultCTX"
"9409","TWNK",1,"AdultCTX"
"9410","TXLNA",1,"AdultCTX"
"9411","TXNDC11",1,"AdultCTX"
"9412","TXNDC17",1,"AdultCTX"
"9413","TXNL4B",1,"AdultCTX"
"9414","TYK2",1,"AdultCTX"
"9415","TYRO3",1,"AdultCTX"
"9416","UAP1",1,"AdultCTX"
"9417","UBA1",1,"AdultCTX"
"9418","UBA2",1,"AdultCTX"
"9419","UBA52",1,"AdultCTX"
"9420","UBE2A",1,"AdultCTX"
"9421","UBE2D3",1,"AdultCTX"
"9422","UBE2D4",1,"AdultCTX"
"9423","UBE2J2",1,"AdultCTX"
"9424","UBE2L3",1,"AdultCTX"
"9425","UBE2L6",1,"AdultCTX"
"9426","UBE2O",1,"AdultCTX"
"9427","UBE2Q2",1,"AdultCTX"
"9428","UBE2V1",1,"AdultCTX"
"9429","UBE2V2",1,"AdultCTX"
"9430","UBE3A",1,"AdultCTX"
"9431","UBFD1",1,"AdultCTX"
"9432","UBL4A",1,"AdultCTX"
"9433","UBL5",1,"AdultCTX"
"9434","UBQLN1",1,"AdultCTX"
"9435","UBXN1",1,"AdultCTX"
"9436","UBXN6",1,"AdultCTX"
"9437","UBXN8",1,"AdultCTX"
"9438","UCHL1",1,"AdultCTX"
"9439","UCHL3",1,"AdultCTX"
"9440","UGT8",1,"AdultCTX"
"9441","UHRF1BP1L",1,"AdultCTX"
"9442","UNC93B1",1,"AdultCTX"
"9443","UPF2",1,"AdultCTX"
"9444","UPRT",1,"AdultCTX"
"9445","UQCC1",1,"AdultCTX"
"9446","UQCR10",1,"AdultCTX"
"9447","UQCRH",1,"AdultCTX"
"9448","URI1",1,"AdultCTX"
"9449","UROS",1,"AdultCTX"
"9450","USE1",1,"AdultCTX"
"9451","USF1",1,"AdultCTX"
"9452","USP10",1,"AdultCTX"
"9453","USP14",1,"AdultCTX"
"9454","USP15",1,"AdultCTX"
"9455","USP16",1,"AdultCTX"
"9456","USP20",1,"AdultCTX"
"9457","USP22",1,"AdultCTX"
"9458","USP4",1,"AdultCTX"
"9459","UTP4",1,"AdultCTX"
"9460","UXS1",1,"AdultCTX"
"9461","VAC14",1,"AdultCTX"
"9462","VAMP7",1,"AdultCTX"
"9463","VAPA",1,"AdultCTX"
"9464","VCPKMT",1,"AdultCTX"
"9465","VEGFB",1,"AdultCTX"
"9466","VGF",1,"AdultCTX"
"9467","VGLL4",1,"AdultCTX"
"9468","VKORC1",1,"AdultCTX"
"9469","VMP1",1,"AdultCTX"
"9470","VOPP1",1,"AdultCTX"
"9471","VPS13A",1,"AdultCTX"
"9472","VPS26A",1,"AdultCTX"
"9473","VPS35L",1,"AdultCTX"
"9474","VPS37A",1,"AdultCTX"
"9475","VPS37C",1,"AdultCTX"
"9476","VPS4A",1,"AdultCTX"
"9477","VPS72",1,"AdultCTX"
"9478","VPS9D1",1,"AdultCTX"
"9479","VSTM2A",1,"AdultCTX"
"9480","VTI1B",1,"AdultCTX"
"9481","VWA1",1,"AdultCTX"
"9482","VWA5A",1,"AdultCTX"
"9483","WASF2",1,"AdultCTX"
"9484","WASH7P",1,"AdultCTX"
"9485","WASHC2A",1,"AdultCTX"
"9486","WDR13",1,"AdultCTX"
"9487","WDR18",1,"AdultCTX"
"9488","WDR25",1,"AdultCTX"
"9489","WDR37",1,"AdultCTX"
"9490","WDR41",1,"AdultCTX"
"9491","WDR45B",1,"AdultCTX"
"9492","WDR54",1,"AdultCTX"
"9493","WDR6",1,"AdultCTX"
"9494","WDR61",1,"AdultCTX"
"9495","WDR74",1,"AdultCTX"
"9496","WDR86",1,"AdultCTX"
"9497","WDTC1",1,"AdultCTX"
"9498","WFIKKN1",1,"AdultCTX"
"9499","WFS1",1,"AdultCTX"
"9500","WIF1",1,"AdultCTX"
"9501","WIPI2",1,"AdultCTX"
"9502","WIZ",1,"AdultCTX"
"9503","WLS",1,"AdultCTX"
"9504","WNT10B",1,"AdultCTX"
"9505","WRNIP1",1,"AdultCTX"
"9506","WSB2",1,"AdultCTX"
"9507","WTAP",1,"AdultCTX"
"9508","WWC1",1,"AdultCTX"
"9509","XIST",1,"AdultCTX"
"9510","XPA",1,"AdultCTX"
"9511","XPNPEP1",1,"AdultCTX"
"9512","XPO7",1,"AdultCTX"
"9513","XRCC1",1,"AdultCTX"
"9514","YARS",1,"AdultCTX"
"9515","YBX1",1,"AdultCTX"
"9516","YBX3",1,"AdultCTX"
"9517","YIPF1",1,"AdultCTX"
"9518","YIPF3",1,"AdultCTX"
"9519","YJEFN3",1,"AdultCTX"
"9520","YTHDF1",1,"AdultCTX"
"9521","YTHDF2",1,"AdultCTX"
"9522","YWHAB",1,"AdultCTX"
"9523","YWHAE",1,"AdultCTX"
"9524","YWHAQ",1,"AdultCTX"
"9525","Z95115.1",1,"AdultCTX"
"9526","ZBTB16",1,"AdultCTX"
"9527","ZBTB18",1,"AdultCTX"
"9528","ZBTB2",1,"AdultCTX"
"9529","ZBTB45",1,"AdultCTX"
"9530","ZBTB7A",1,"AdultCTX"
"9531","ZBTB8OS",1,"AdultCTX"
"9532","ZC3H15",1,"AdultCTX"
"9533","ZC4H2",1,"AdultCTX"
"9534","ZCCHC10",1,"AdultCTX"
"9535","ZCCHC9",1,"AdultCTX"
"9536","ZDHHC13",1,"AdultCTX"
"9537","ZDHHC16",1,"AdultCTX"
"9538","ZDHHC18",1,"AdultCTX"
"9539","ZDHHC8",1,"AdultCTX"
"9540","ZEB1",1,"AdultCTX"
"9541","ZFAND3",1,"AdultCTX"
"9542","ZFAS1",1,"AdultCTX"
"9543","ZFP1",1,"AdultCTX"
"9544","ZFR",1,"AdultCTX"
"9545","ZFYVE19",1,"AdultCTX"
"9546","ZFYVE28",1,"AdultCTX"
"9547","ZHX1",1,"AdultCTX"
"9548","ZMAT4",1,"AdultCTX"
"9549","ZMAT5",1,"AdultCTX"
"9550","ZMIZ1",1,"AdultCTX"
"9551","ZMYM3",1,"AdultCTX"
"9552","ZNF106",1,"AdultCTX"
"9553","ZNF133",1,"AdultCTX"
"9554","ZNF134",1,"AdultCTX"
"9555","ZNF148",1,"AdultCTX"
"9556","ZNF16",1,"AdultCTX"
"9557","ZNF184",1,"AdultCTX"
"9558","ZNF204P",1,"AdultCTX"
"9559","ZNF205",1,"AdultCTX"
"9560","ZNF207",1,"AdultCTX"
"9561","ZNF226",1,"AdultCTX"
"9562","ZNF23",1,"AdultCTX"
"9563","ZNF239",1,"AdultCTX"
"9564","ZNF263",1,"AdultCTX"
"9565","ZNF271P",1,"AdultCTX"
"9566","ZNF331",1,"AdultCTX"
"9567","ZNF335",1,"AdultCTX"
"9568","ZNF341",1,"AdultCTX"
"9569","ZNF35",1,"AdultCTX"
"9570","ZNF350",1,"AdultCTX"
"9571","ZNF358",1,"AdultCTX"
"9572","ZNF384",1,"AdultCTX"
"9573","ZNF397",1,"AdultCTX"
"9574","ZNF410",1,"AdultCTX"
"9575","ZNF429",1,"AdultCTX"
"9576","ZNF488",1,"AdultCTX"
"9577","ZNF511",1,"AdultCTX"
"9578","ZNF519",1,"AdultCTX"
"9579","ZNF542P",1,"AdultCTX"
"9580","ZNF549",1,"AdultCTX"
"9581","ZNF575",1,"AdultCTX"
"9582","ZNF585A",1,"AdultCTX"
"9583","ZNF589",1,"AdultCTX"
"9584","ZNF598",1,"AdultCTX"
"9585","ZNF639",1,"AdultCTX"
"9586","ZNF655",1,"AdultCTX"
"9587","ZNF667-AS1",1,"AdultCTX"
"9588","ZNF672",1,"AdultCTX"
"9589","ZNF7",1,"AdultCTX"
"9590","ZNF711",1,"AdultCTX"
"9591","ZNF74",1,"AdultCTX"
"9592","ZNF746",1,"AdultCTX"
"9593","ZNF747",1,"AdultCTX"
"9594","ZNF768",1,"AdultCTX"
"9595","ZSCAN21",1,"AdultCTX"
"9596","ZSCAN26",1,"AdultCTX"
"9597","ZUP1",1,"AdultCTX"
"9598","DNAJB5",6,"FetalCTX"
"9599","MEG3",6,"FetalCTX"
"9600","NCOR1",6,"FetalCTX"
"9601","APLP1",5,"FetalCTX"
"9602","CELF2",5,"FetalCTX"
"9603","CIZ1",5,"FetalCTX"
"9604","CPT1C",5,"FetalCTX"
"9605","DLGAP4",5,"FetalCTX"
"9606","DPF1",5,"FetalCTX"
"9607","DPH7",5,"FetalCTX"
"9608","EIF5",5,"FetalCTX"
"9609","HNRNPA3",5,"FetalCTX"
"9610","HP1BP3",5,"FetalCTX"
"9611","LPAR2",5,"FetalCTX"
"9612","LUC7L",5,"FetalCTX"
"9613","MATR3",5,"FetalCTX"
"9614","NREP",5,"FetalCTX"
"9615","PCBP2",5,"FetalCTX"
"9616","RBMX",5,"FetalCTX"
"9617","SEPT3",5,"FetalCTX"
"9618","TCF4",5,"FetalCTX"
"9619","TPM3",5,"FetalCTX"
"9620","TRO",5,"FetalCTX"
"9621","WASF1",5,"FetalCTX"
"9622","ABCC5",4,"FetalCTX"
"9623","AC011511.1",4,"FetalCTX"
"9624","AC016586.1",4,"FetalCTX"
"9625","ACIN1",4,"FetalCTX"
"9626","ANAPC5",4,"FetalCTX"
"9627","ARHGEF2",4,"FetalCTX"
"9628","ARL6IP4",4,"FetalCTX"
"9629","ATXN2L",4,"FetalCTX"
"9630","CARS",4,"FetalCTX"
"9631","CCNL2",4,"FetalCTX"
"9632","CELF1",4,"FetalCTX"
"9633","CELF3",4,"FetalCTX"
"9634","CENPT",4,"FetalCTX"
"9635","CLK1",4,"FetalCTX"
"9636","COG4",4,"FetalCTX"
"9637","CRMP1",4,"FetalCTX"
"9638","CUL2",4,"FetalCTX"
"9639","DHPS",4,"FetalCTX"
"9640","DKK3",4,"FetalCTX"
"9641","DNM1",4,"FetalCTX"
"9642","DPP7",4,"FetalCTX"
"9643","DTX3",4,"FetalCTX"
"9644","DUSP18",4,"FetalCTX"
"9645","EIF4G2",4,"FetalCTX"
"9646","ENTPD6",4,"FetalCTX"
"9647","EWSR1",4,"FetalCTX"
"9648","EXOSC8",4,"FetalCTX"
"9649","FEZ1",4,"FetalCTX"
"9650","GPR161",4,"FetalCTX"
"9651","GRIA2",4,"FetalCTX"
"9652","GUK1",4,"FetalCTX"
"9653","HES6",4,"FetalCTX"
"9654","HINFP",4,"FetalCTX"
"9655","HMGN1",4,"FetalCTX"
"9656","HNRNPA2B1",4,"FetalCTX"
"9657","HNRNPK",4,"FetalCTX"
"9658","IP6K2",4,"FetalCTX"
"9659","ITM2C",4,"FetalCTX"
"9660","KIAA0895L",4,"FetalCTX"
"9661","KLC1",4,"FetalCTX"
"9662","LMBR1L",4,"FetalCTX"
"9663","LMO3",4,"FetalCTX"
"9664","MAGED4",4,"FetalCTX"
"9665","MAGED4B",4,"FetalCTX"
"9666","MAP7D1",4,"FetalCTX"
"9667","MAPK7",4,"FetalCTX"
"9668","MARS",4,"FetalCTX"
"9669","MIAT",4,"FetalCTX"
"9670","MIB2",4,"FetalCTX"
"9671","MTFR1L",4,"FetalCTX"
"9672","NAXD",4,"FetalCTX"
"9673","NCAN",4,"FetalCTX"
"9674","PAK3",4,"FetalCTX"
"9675","PCBP4",4,"FetalCTX"
"9676","PCNP",4,"FetalCTX"
"9677","PFN2",4,"FetalCTX"
"9678","PI4KAP2",4,"FetalCTX"
"9679","PISD",4,"FetalCTX"
"9680","PKM",4,"FetalCTX"
"9681","PLD3",4,"FetalCTX"
"9682","PLSCR3",4,"FetalCTX"
"9683","POMGNT1",4,"FetalCTX"
"9684","PPM1K",4,"FetalCTX"
"9685","PTOV1",4,"FetalCTX"
"9686","PTPN5",4,"FetalCTX"
"9687","RABL2B",4,"FetalCTX"
"9688","REPIN1",4,"FetalCTX"
"9689","RO60",4,"FetalCTX"
"9690","RSRC2",4,"FetalCTX"
"9691","RSRP1",4,"FetalCTX"
"9692","RTN3",4,"FetalCTX"
"9693","RUNX1T1",4,"FetalCTX"
"9694","SDR39U1",4,"FetalCTX"
"9695","SF1",4,"FetalCTX"
"9696","SLC22A17",4,"FetalCTX"
"9697","SLC44A2",4,"FetalCTX"
"9698","SMARCD3",4,"FetalCTX"
"9699","SNRNP70",4,"FetalCTX"
"9700","SRRT",4,"FetalCTX"
"9701","SRSF5",4,"FetalCTX"
"9702","STARD3",4,"FetalCTX"
"9703","STK25",4,"FetalCTX"
"9704","STMN1",4,"FetalCTX"
"9705","SUGP2",4,"FetalCTX"
"9706","TFG",4,"FetalCTX"
"9707","THRA",4,"FetalCTX"
"9708","UBAP2L",4,"FetalCTX"
"9709","UBE3A",4,"FetalCTX"
"9710","ULK3",4,"FetalCTX"
"9711","WDR20",4,"FetalCTX"
"9712","WDR34",4,"FetalCTX"
"9713","WDR6",4,"FetalCTX"
"9714","YY1AP1",4,"FetalCTX"
"9715","ZNF692",4,"FetalCTX"
"9716","ZNF76",4,"FetalCTX"
"9717","ZNF821",4,"FetalCTX"
"9718","ZNF84",4,"FetalCTX"
"9719","AC105052.3",3,"FetalCTX"
"9720","ACAD11",3,"FetalCTX"
"9721","ACADVL",3,"FetalCTX"
"9722","ACAP3",3,"FetalCTX"
"9723","AIG1",3,"FetalCTX"
"9724","AKAP8L",3,"FetalCTX"
"9725","AL096870.1",3,"FetalCTX"
"9726","ANK3",3,"FetalCTX"
"9727","ANKRD12",3,"FetalCTX"
"9728","AP2M1",3,"FetalCTX"
"9729","APBB1",3,"FetalCTX"
"9730","APEX1",3,"FetalCTX"
"9731","ARHGEF9",3,"FetalCTX"
"9732","ARIH2",3,"FetalCTX"
"9733","ARMC8",3,"FetalCTX"
"9734","ARPC4",3,"FetalCTX"
"9735","ARPP19",3,"FetalCTX"
"9736","ARPP21",3,"FetalCTX"
"9737","ARRB2",3,"FetalCTX"
"9738","ASCC1",3,"FetalCTX"
"9739","ASRGL1",3,"FetalCTX"
"9740","ATF2",3,"FetalCTX"
"9741","ATP13A1",3,"FetalCTX"
"9742","ATP13A2",3,"FetalCTX"
"9743","ATP5F1B",3,"FetalCTX"
"9744","ATP5ME",3,"FetalCTX"
"9745","B4GALNT1",3,"FetalCTX"
"9746","B4GALT3",3,"FetalCTX"
"9747","BANP",3,"FetalCTX"
"9748","BAZ2B",3,"FetalCTX"
"9749","BCL2L1",3,"FetalCTX"
"9750","BCS1L",3,"FetalCTX"
"9751","BLCAP",3,"FetalCTX"
"9752","BRAT1",3,"FetalCTX"
"9753","C11orf49",3,"FetalCTX"
"9754","C12orf75",3,"FetalCTX"
"9755","C20orf96",3,"FetalCTX"
"9756","CALM3",3,"FetalCTX"
"9757","CAP1",3,"FetalCTX"
"9758","CBS",3,"FetalCTX"
"9759","CBX3",3,"FetalCTX"
"9760","CCDC90B",3,"FetalCTX"
"9761","CCNI",3,"FetalCTX"
"9762","CD24",3,"FetalCTX"
"9763","CDIPT",3,"FetalCTX"
"9764","CDK10",3,"FetalCTX"
"9765","CDK16",3,"FetalCTX"
"9766","CELF4",3,"FetalCTX"
"9767","CHMP7",3,"FetalCTX"
"9768","CHST10",3,"FetalCTX"
"9769","CHTOP",3,"FetalCTX"
"9770","CHUK",3,"FetalCTX"
"9771","CIRBP",3,"FetalCTX"
"9772","CLASP2",3,"FetalCTX"
"9773","CLDND1",3,"FetalCTX"
"9774","CLK4",3,"FetalCTX"
"9775","CNOT8",3,"FetalCTX"
"9776","CNR1",3,"FetalCTX"
"9777","CROCC",3,"FetalCTX"
"9778","CROCCP2",3,"FetalCTX"
"9779","CTBP1",3,"FetalCTX"
"9780","CTBP2",3,"FetalCTX"
"9781","CTIF",3,"FetalCTX"
"9782","CTNNB1",3,"FetalCTX"
"9783","CTNND1",3,"FetalCTX"
"9784","DAZAP2",3,"FetalCTX"
"9785","DBN1",3,"FetalCTX"
"9786","DCTD",3,"FetalCTX"
"9787","DCX",3,"FetalCTX"
"9788","DDX39A",3,"FetalCTX"
"9789","DDX5",3,"FetalCTX"
"9790","DHX15",3,"FetalCTX"
"9791","DLX6-AS1",3,"FetalCTX"
"9792","DNAJB2",3,"FetalCTX"
"9793","DPF2",3,"FetalCTX"
"9794","DPP3",3,"FetalCTX"
"9795","DUS3L",3,"FetalCTX"
"9796","DYNC1I2",3,"FetalCTX"
"9797","EIF2B4",3,"FetalCTX"
"9798","EIF4A2",3,"FetalCTX"
"9799","EIF4E2",3,"FetalCTX"
"9800","ELMO2",3,"FetalCTX"
"9801","ENOPH1",3,"FetalCTX"
"9802","EXOC7",3,"FetalCTX"
"9803","FADS3",3,"FetalCTX"
"9804","FAM131A",3,"FetalCTX"
"9805","FAM136A",3,"FetalCTX"
"9806","FAM219B",3,"FetalCTX"
"9807","FAM49B",3,"FetalCTX"
"9808","FARSB",3,"FetalCTX"
"9809","FBXO44",3,"FetalCTX"
"9810","FDPS",3,"FetalCTX"
