"","Gene","Event","No_of_Events","Sample"
"650","Camk2g","MX",1,"Mouse"
"651","Camk2g","SE",7,"Mouse"
"652","Camk4","SE",1,"Mouse"
"653","Camkk1","SE",1,"Mouse"
"654","Camkk2","SE",3,"Mouse"
"655","Camsap2","SE",1,"Mouse"
"656","Camsap3","SE",1,"Mouse"
"657","Camta1","SE",5,"Mouse"
"658","Camta2","SE",4,"Mouse"
"659","Cant1","SE",5,"Mouse"
"660","Cap1","SE",2,"Mouse"
"661","Cap2","SE",1,"Mouse"
"662","Capn15","SE",1,"Mouse"
"663","Capn5","SE",1,"Mouse"
"664","Capn7","SE",1,"Mouse"
"665","Caprin1","SE",1,"Mouse"
"666","Capzb","SE",1,"Mouse"
"667","Car11","SE",2,"Mouse"
"668","Car2","SE",1,"Mouse"
"669","Car4","SE",1,"Mouse"
"670","Car7","SE",1,"Mouse"
"671","Card19","SE",1,"Mouse"
"672","Carm1","SE",2,"Mouse"
"673","Carmil1","MX",1,"Mouse"
"674","Carmil1","SE",2,"Mouse"
"675","Carmil2","SE",2,"Mouse"
"676","Carnmt1","SE",1,"Mouse"
"677","Carns1","SE",1,"Mouse"
"678","Cars","SE",4,"Mouse"
"679","Casc4","SE",2,"Mouse"
"680","Casd1","SE",1,"Mouse"
"681","Cask","MX",1,"Mouse"
"682","Caskin1","SE",2,"Mouse"
"683","Caskin2","SE",1,"Mouse"
"684","Casp2","SE",1,"Mouse"
"685","Casp8","SE",1,"Mouse"
"686","Casp8ap2","SE",1,"Mouse"
"687","Cbarp","SE",5,"Mouse"
"688","Cbfa2t2","SE",1,"Mouse"
"689","Cbfb","SE",2,"Mouse"
"690","Cblb","SE",3,"Mouse"
"691","Cbln2","SE",1,"Mouse"
"692","Cbs","SE",3,"Mouse"
"693","Cbx1","SE",1,"Mouse"
"694","Cbx5","SE",1,"Mouse"
"695","Cbx6","SE",2,"Mouse"
"696","Ccar1","SE",1,"Mouse"
"697","Ccdc106","SE",1,"Mouse"
"698","Ccdc127","SE",1,"Mouse"
"699","Ccdc130","SE",2,"Mouse"
"700","Ccdc136","MX",3,"Mouse"
"701","Ccdc136","SE",7,"Mouse"
"702","Ccdc138","SE",1,"Mouse"
"703","Ccdc148","SE",2,"Mouse"
"704","Ccdc149","MX",2,"Mouse"
"705","Ccdc149","SE",4,"Mouse"
"706","Ccdc157","SE",1,"Mouse"
"707","Ccdc189","SE",1,"Mouse"
"708","Ccdc191","SE",1,"Mouse"
"709","Ccdc28a","SE",2,"Mouse"
"710","Ccdc34","SE",1,"Mouse"
"711","Ccdc39","SE",1,"Mouse"
"712","Ccdc43","SE",1,"Mouse"
"713","Ccdc65","SE",1,"Mouse"
"714","Ccdc66","SE",1,"Mouse"
"715","Ccdc74a","SE",2,"Mouse"
"716","Ccdc82","SE",1,"Mouse"
"717","Ccdc85a","SE",4,"Mouse"
"718","Ccdc85c","SE",1,"Mouse"
"719","Ccdc9","SE",1,"Mouse"
"720","Ccdc91","MX",2,"Mouse"
"721","Ccdc91","SE",5,"Mouse"
"722","Ccdc92b","SE",1,"Mouse"
"723","Ccdc97","MX",1,"Mouse"
"724","Ccdc97","SE",4,"Mouse"
"725","Cck","SE",1,"Mouse"
"726","Ccm2","SE",1,"Mouse"
"727","Ccnc","SE",1,"Mouse"
"728","Ccndbp1","SE",1,"Mouse"
"729","Ccne1","SE",1,"Mouse"
"730","Ccng1","MX",1,"Mouse"
"731","Ccng1","SE",2,"Mouse"
"732","Ccni","MX",1,"Mouse"
"733","Ccni","SE",2,"Mouse"
"734","Ccnk","SE",1,"Mouse"
"735","Ccnl1","SE",3,"Mouse"
"736","Ccnt1","SE",1,"Mouse"
"737","Ccny","SE",2,"Mouse"
"738","Ccp110","SE",1,"Mouse"
"739","Ccpg1","SE",2,"Mouse"
"740","Ccr6","SE",1,"Mouse"
"741","Ccser2","SE",4,"Mouse"
"742","Cct3","SE",1,"Mouse"
"743","Cct8","SE",1,"Mouse"
"744","Ccz1","SE",1,"Mouse"
"745","Cd164","SE",1,"Mouse"
"746","Cd200","SE",2,"Mouse"
"747","Cd37","SE",1,"Mouse"
"748","Cd47","SE",5,"Mouse"
"749","Cd6","SE",1,"Mouse"
"750","Cd68","SE",1,"Mouse"
"751","Cd74","SE",1,"Mouse"
"752","Cd82","SE",1,"Mouse"
"753","Cd99l2","SE",3,"Mouse"
"754","Cdadc1","SE",6,"Mouse"
"755","Cdc123","SE",1,"Mouse"
"756","Cdc23","SE",1,"Mouse"
"757","Cdc26","SE",1,"Mouse"
"758","Cdc34","SE",1,"Mouse"
"759","Cdc42","SE",3,"Mouse"
"760","Cdc42bpa","SE",3,"Mouse"
"761","Cdc42bpb","SE",1,"Mouse"
"762","Cdc42se2","MX",2,"Mouse"
"763","Cdc42se2","SE",8,"Mouse"
"764","Cdc7","SE",1,"Mouse"
"765","Cdh11","SE",2,"Mouse"
"766","Cdh19","SE",1,"Mouse"
"767","Cdh2","SE",1,"Mouse"
"768","Cdh22","SE",1,"Mouse"
"769","Cdh9","SE",1,"Mouse"
"770","Cdip1","SE",2,"Mouse"
"771","Cdk10","SE",2,"Mouse"
"772","Cdk11b","MX",1,"Mouse"
"773","Cdk11b","SE",2,"Mouse"
"774","Cdk12","SE",1,"Mouse"
"775","Cdk13","SE",1,"Mouse"
"776","Cdk16","SE",1,"Mouse"
"777","Cdk17","SE",1,"Mouse"
"778","Cdk18","SE",1,"Mouse"
"779","Cdk19","SE",2,"Mouse"
"780","Cdk4","SE",1,"Mouse"
"781","Cdk8","SE",2,"Mouse"
"782","Cdkl1","SE",1,"Mouse"
"783","Cdkl2","SE",1,"Mouse"
"784","Cdkn2aipnl","SE",1,"Mouse"
"785","Cdkn2d","SE",1,"Mouse"
"786","Cdpf1","SE",2,"Mouse"
"787","Cdr2l","SE",1,"Mouse"
"788","Celf1","MX",1,"Mouse"
"789","Celf1","SE",5,"Mouse"
"790","Celf2","SE",1,"Mouse"
"791","Celf4","SE",7,"Mouse"
"792","Celf6","SE",3,"Mouse"
"793","Celsr2","SE",2,"Mouse"
"794","Cenpa","SE",1,"Mouse"
"795","Cenpc1","SE",3,"Mouse"
"796","Cenpx","SE",1,"Mouse"
"797","Cep120","SE",1,"Mouse"
"798","Cep57","SE",1,"Mouse"
"799","Cep63","SE",2,"Mouse"
"800","Cep78","SE",1,"Mouse"
"801","Cerk","SE",2,"Mouse"
"802","Cers4","SE",1,"Mouse"
"803","Cers5","SE",2,"Mouse"
"804","Cers6","SE",1,"Mouse"
"805","Cfap20","SE",1,"Mouse"
"806","Cfap36","SE",1,"Mouse"
"807","Cfap97","SE",1,"Mouse"
"808","Cfh","SE",1,"Mouse"
"809","Cfl2","SE",3,"Mouse"
"810","Cflar","SE",1,"Mouse"
"811","Cgrrf1","SE",2,"Mouse"
"812","Chac2","SE",1,"Mouse"
"813","Chadl","SE",1,"Mouse"
"814","Chaf1a","SE",1,"Mouse"
"815","Chchd1","SE",1,"Mouse"
"816","Chchd3","SE",1,"Mouse"
"817","Chchd6","SE",1,"Mouse"
"818","Chd2","SE",1,"Mouse"
"819","Chd3","SE",1,"Mouse"
"820","Chd5","SE",2,"Mouse"
"821","Chfr","SE",3,"Mouse"
"822","Chid1","SE",1,"Mouse"
"823","Chka","SE",4,"Mouse"
"824","Chl1","SE",4,"Mouse"
"825","Chmp1a","SE",1,"Mouse"
"826","Chmp3","SE",4,"Mouse"
"827","Chn1","SE",1,"Mouse"
"828","Chordc1","SE",1,"Mouse"
"829","Chp1","SE",3,"Mouse"
"830","Chpf","SE",1,"Mouse"
"831","Chpf2","SE",5,"Mouse"
"832","Chpt1","SE",2,"Mouse"
"833","Chrd","SE",2,"Mouse"
"834","Chrm1","SE",1,"Mouse"
"835","Chst1","MX",1,"Mouse"
"836","Chst1","SE",2,"Mouse"
"837","Chst10","SE",2,"Mouse"
"838","Chtf8","SE",1,"Mouse"
"839","Chtop","SE",1,"Mouse"
"840","Churc1","MX",1,"Mouse"
"841","Churc1","SE",2,"Mouse"
"842","Ciao2a","SE",1,"Mouse"
"843","Ciart","SE",1,"Mouse"
"844","Cib1","SE",4,"Mouse"
"845","Cinp","SE",1,"Mouse"
"846","Cipc","SE",1,"Mouse"
"847","Cit","SE",1,"Mouse"
"848","Ciz1","SE",1,"Mouse"
"849","Cklf","SE",1,"Mouse"
"850","Ckmt1","SE",1,"Mouse"
"851","Clasp1","SE",6,"Mouse"
"852","Clasp2","MX",1,"Mouse"
"853","Clasp2","SE",6,"Mouse"
"854","Clcn2","SE",1,"Mouse"
"855","Clcn3","SE",2,"Mouse"
"856","Clcn4","SE",5,"Mouse"
"857","Cldn10","SE",2,"Mouse"
"858","Cldn12","SE",1,"Mouse"
"859","Cldnd1","SE",3,"Mouse"
"860","Clec16a","SE",2,"Mouse"
"861","Clec5a","SE",1,"Mouse"
"862","Clec7a","SE",1,"Mouse"
"863","Clgn","SE",2,"Mouse"
"864","Clip1","SE",4,"Mouse"
"865","Clip2","SE",1,"Mouse"
"866","Clip4","SE",5,"Mouse"
"867","Clk3","SE",1,"Mouse"
"868","Clk4","MX",2,"Mouse"
"869","Clk4","SE",9,"Mouse"
"870","Cln3","SE",1,"Mouse"
"871","Cln8","SE",1,"Mouse"
"872","Clpb","SE",1,"Mouse"
"873","Clpp","SE",1,"Mouse"
"874","Clptm1","MX",1,"Mouse"
"875","Clptm1","SE",2,"Mouse"
"876","Clpx","SE",1,"Mouse"
"877","Clstn1","SE",2,"Mouse"
"878","Clta","MX",1,"Mouse"
"879","Clta","SE",4,"Mouse"
"880","Cltb","SE",1,"Mouse"
"881","Cltc","SE",1,"Mouse"
"882","Cluap1","SE",1,"Mouse"
"883","Cluh","SE",1,"Mouse"
"884","Clvs1","SE",1,"Mouse"
"885","Clvs2","SE",1,"Mouse"
"886","Clybl","SE",2,"Mouse"
"887","Cmas","SE",2,"Mouse"
"888","Cmbl","SE",1,"Mouse"
"889","Cmc2","MX",1,"Mouse"
"890","Cmc2","SE",3,"Mouse"
"891","Cmc4","SE",1,"Mouse"
"892","Cmpk2","MX",1,"Mouse"
"893","Cmpk2","SE",1,"Mouse"
"894","Cmtm6","SE",2,"Mouse"
"895","Cnbd2","SE",1,"Mouse"
"896","Cnep1r1","SE",1,"Mouse"
"897","Cnih1","SE",1,"Mouse"
"898","Cnih2","SE",2,"Mouse"
"899","Cnih3","SE",7,"Mouse"
"900","Cnksr2","SE",2,"Mouse"
"901","Cnnm1","SE",2,"Mouse"
"902","Cnnm3","SE",1,"Mouse"
"903","Cnot10","SE",1,"Mouse"
"904","Cnot2","MX",2,"Mouse"
"905","Cnot2","SE",7,"Mouse"
"906","Cnot3","SE",1,"Mouse"
"907","Cnot4","SE",2,"Mouse"
"908","Cnot6l","SE",1,"Mouse"
"909","Cnot7","SE",1,"Mouse"
"910","Cnpy3","SE",1,"Mouse"
"911","Cnr1","SE",2,"Mouse"
"912","Cnrip1","SE",2,"Mouse"
"913","Cntfr","SE",2,"Mouse"
"914","Cntn1","MX",1,"Mouse"
"915","Cntn1","SE",3,"Mouse"
"916","Cntn2","SE",1,"Mouse"
"917","Coasy","SE",1,"Mouse"
"918","Cobl","SE",3,"Mouse"
"919","Cobll1","SE",2,"Mouse"
"920","Cog1","SE",1,"Mouse"
"921","Cog3","SE",1,"Mouse"
"922","Cog7","SE",2,"Mouse"
"923","Col11a2","SE",3,"Mouse"
"924","Col16a1","SE",1,"Mouse"
"925","Col19a1","SE",1,"Mouse"
"926","Col23a1","MX",1,"Mouse"
"927","Col23a1","SE",2,"Mouse"
"928","Col4a1","SE",1,"Mouse"
"929","Col4a3bp","SE",1,"Mouse"
"930","Commd10","MX",1,"Mouse"
"931","Commd10","SE",4,"Mouse"
"932","Commd2","SE",1,"Mouse"
"933","Commd6","SE",1,"Mouse"
"934","Commd7","SE",3,"Mouse"
"935","Commd8","SE",2,"Mouse"
"936","Comt","SE",1,"Mouse"
"937","Copa","SE",3,"Mouse"
"938","Copb2","SE",1,"Mouse"
"939","Copg2","SE",2,"Mouse"
"940","Cops2","SE",1,"Mouse"
"941","Cops4","MX",1,"Mouse"
"942","Cops4","SE",6,"Mouse"
"943","Cops7a","SE",1,"Mouse"
"944","Cops7b","SE",1,"Mouse"
"945","Cops9","SE",1,"Mouse"
"946","Copz1","SE",2,"Mouse"
"947","Coq2","SE",2,"Mouse"
"948","Coq8a","SE",2,"Mouse"
"949","Coq8b","SE",1,"Mouse"
"950","Coq9","SE",1,"Mouse"
"951","Coro1b","SE",1,"Mouse"
"952","Coro1c","SE",1,"Mouse"
"953","Coro6","SE",1,"Mouse"
"954","Cox14","SE",1,"Mouse"
"955","Cox17","SE",1,"Mouse"
"956","Cox18","SE",1,"Mouse"
"957","Cox4i1","SE",1,"Mouse"
"958","Cox5b","SE",1,"Mouse"
"959","Cox7a2l","SE",1,"Mouse"
"960","Cpe","SE",1,"Mouse"
"961","Cpeb2","SE",1,"Mouse"
"962","Cpeb3","SE",1,"Mouse"
"963","Cpeb4","SE",2,"Mouse"
"964","Cpne1","SE",3,"Mouse"
"965","Cpne5","SE",1,"Mouse"
"966","Cpne7","SE",1,"Mouse"
"967","Cpne8","SE",1,"Mouse"
"968","Cpped1","SE",1,"Mouse"
"969","Cpq","SE",1,"Mouse"
"970","Cpsf1","SE",1,"Mouse"
"971","Cpsf3","SE",1,"Mouse"
"972","Cpsf7","MX",1,"Mouse"
"973","Cpsf7","SE",2,"Mouse"
"974","Cpt1c","SE",1,"Mouse"
"975","Cr1l","SE",1,"Mouse"
"976","Crat","SE",1,"Mouse"
"977","Crbn","SE",1,"Mouse"
"978","Crcp","SE",1,"Mouse"
"979","Crebl2","SE",1,"Mouse"
"980","Crebrf","SE",1,"Mouse"
"981","Crem","SE",1,"Mouse"
"982","Crim1","SE",1,"Mouse"
"983","Cript","SE",1,"Mouse"
"984","Crk","SE",2,"Mouse"
"985","Crkl","SE",1,"Mouse"
"986","Crtac1","SE",3,"Mouse"
"987","Crtc1","MX",1,"Mouse"
"988","Crtc1","SE",3,"Mouse"
"989","Crtc2","SE",1,"Mouse"
"990","Cry2","SE",1,"Mouse"
"991","Cryzl1","SE",2,"Mouse"
"992","Cs","SE",1,"Mouse"
"993","Csad","SE",5,"Mouse"
"994","Csdc2","SE",1,"Mouse"
"995","Csde1","SE",3,"Mouse"
"996","Csf2ra","SE",4,"Mouse"
"997","Csf3r","SE",1,"Mouse"
"998","Csgalnact1","SE",1,"Mouse"
"999","Csk","SE",1,"Mouse"
"1000","Csmd1","SE",1,"Mouse"
"1001","Csnk1a1","SE",2,"Mouse"
"1002","Csnk1d","SE",1,"Mouse"
"1003","Csnk1g1","MX",1,"Mouse"
"1004","Csnk1g1","SE",5,"Mouse"
"1005","Csnk1g3","SE",2,"Mouse"
"1006","Cspg5","SE",2,"Mouse"
"1007","Cspp1","SE",3,"Mouse"
"1008","Csrnp3","SE",1,"Mouse"
"1009","Cstf2","SE",2,"Mouse"
"1010","Ctbp1","SE",5,"Mouse"
"1011","Ctbp2","SE",1,"Mouse"
"1012","Ctc1","SE",3,"Mouse"
"1013","Ctdp1","SE",2,"Mouse"
"1014","Ctdsp2","SE",1,"Mouse"
"1015","Ctdspl2","SE",1,"Mouse"
"1016","Ctnna1","SE",2,"Mouse"
"1017","Ctnna2","SE",1,"Mouse"
"1018","Ctnnal1","SE",1,"Mouse"
"1019","Ctnnd1","SE",3,"Mouse"
"1020","Ctnnd2","SE",2,"Mouse"
"1021","Ctns","SE",1,"Mouse"
"1022","Ctsa","SE",1,"Mouse"
"1023","Ctsh","SE",2,"Mouse"
"1024","Cttn","SE",5,"Mouse"
"1025","Cttnbp2","SE",1,"Mouse"
"1026","Ctu2","SE",1,"Mouse"
"1027","Ctxn3","SE",1,"Mouse"
"1028","Cuedc2","SE",1,"Mouse"
"1029","Cul1","SE",1,"Mouse"
"1030","Cul4a","SE",2,"Mouse"
"1031","Cul5","SE",1,"Mouse"
"1032","Cuta","SE",1,"Mouse"
"1033","Cux1","SE",1,"Mouse"
"1034","Cux2","SE",1,"Mouse"
"1035","Cwc22","SE",1,"Mouse"
"1036","Cwc27","SE",1,"Mouse"
"1037","Cx3cl1","SE",1,"Mouse"
"1038","Cxxc1","SE",2,"Mouse"
"1039","Cyb561","SE",2,"Mouse"
"1040","Cyb561a3","SE",1,"Mouse"
"1041","Cyb5r4","SE",2,"Mouse"
"1042","Cyfip1","MX",1,"Mouse"
"1043","Cyfip1","SE",3,"Mouse"
"1044","Cyfip2","SE",2,"Mouse"
"1045","Cyld","SE",2,"Mouse"
"1046","Cyp20a1","SE",1,"Mouse"
"1047","Cyp2d22","SE",1,"Mouse"
"1048","Cyp2j6","SE",1,"Mouse"
"1049","Cyp2j9","SE",1,"Mouse"
"1050","Cyp4f13","SE",2,"Mouse"
"1051","Cyp4f15","SE",1,"Mouse"
"1052","Cyp4f16","SE",1,"Mouse"
"1053","Cyp7b1","SE",1,"Mouse"
"1054","Cystm1","SE",1,"Mouse"
"1055","Cyth4","SE",3,"Mouse"
"1056","D230025D16Rik","SE",1,"Mouse"
"1057","D5Ertd579e","SE",5,"Mouse"
"1058","Daam1","SE",1,"Mouse"
"1059","Daam2","SE",1,"Mouse"
"1060","Dab1","SE",1,"Mouse"
"1061","Dab2","MX",1,"Mouse"
"1062","Dab2","SE",2,"Mouse"
"1063","Dab2ip","SE",1,"Mouse"
"1064","Dag1","SE",6,"Mouse"
"1065","Dagla","SE",3,"Mouse"
"1066","Daglb","SE",3,"Mouse"
"1067","Dalrd3","SE",2,"Mouse"
"1068","Dap3","SE",2,"Mouse"
"1069","Dapk3","SE",1,"Mouse"
"1070","Dars2","SE",1,"Mouse"
"1071","Dazap1","SE",1,"Mouse"
"1072","Dbn1","SE",2,"Mouse"
"1073","Dbnl","SE",6,"Mouse"
"1074","Dcaf11","SE",2,"Mouse"
"1075","Dcaf6","SE",1,"Mouse"
"1076","Dclk1","SE",3,"Mouse"
"1077","Dclk2","MX",1,"Mouse"
"1078","Dclk2","SE",4,"Mouse"
"1079","Dclre1c","SE",1,"Mouse"
"1080","Dcp1a","SE",2,"Mouse"
"1081","Dcp1b","SE",2,"Mouse"
"1082","Dctn1","SE",2,"Mouse"
"1083","Dctn2","MX",1,"Mouse"
"1084","Dctn2","SE",2,"Mouse"
"1085","Dctn3","SE",1,"Mouse"
"1086","Dctn4","SE",2,"Mouse"
"1087","Dctn5","SE",1,"Mouse"
"1088","Dctn6","MX",3,"Mouse"
"1089","Dctn6","SE",4,"Mouse"
"1090","Dcun1d1","SE",1,"Mouse"
"1091","Dcun1d2","SE",6,"Mouse"
"1092","Dcun1d4","SE",3,"Mouse"
"1093","Dcun1d5","SE",2,"Mouse"
"1094","Dda1","MX",1,"Mouse"
"1095","Dda1","SE",3,"Mouse"
"1096","Ddb1","SE",1,"Mouse"
"1097","Ddhd1","MX",1,"Mouse"
"1098","Ddhd1","SE",5,"Mouse"
"1099","Ddit3","SE",1,"Mouse"
"1100","Ddr1","SE",2,"Mouse"
"1101","Ddx1","SE",2,"Mouse"
"1102","Ddx17","SE",1,"Mouse"
"1103","Ddx24","SE",1,"Mouse"
"1104","Ddx39","SE",1,"Mouse"
"1105","Ddx49","SE",1,"Mouse"
"1106","Ddx50","SE",3,"Mouse"
"1107","Ddx6","SE",1,"Mouse"
"1108","Deaf1","SE",4,"Mouse"
"1109","Decr2","SE",3,"Mouse"
"1110","Dedd","SE",2,"Mouse"
"1111","Dedd2","SE",1,"Mouse"
"1112","Dennd1a","MX",2,"Mouse"
"1113","Dennd1a","SE",9,"Mouse"
"1114","Dennd2a","SE",1,"Mouse"
"1115","Dennd3","SE",1,"Mouse"
"1116","Dennd4c","SE",1,"Mouse"
"1117","Dennd5a","SE",1,"Mouse"
"1118","Denr","SE",2,"Mouse"
"1119","Depdc5","SE",5,"Mouse"
"1120","Desi1","SE",1,"Mouse"
"1121","Dexi","SE",1,"Mouse"
"1122","Dffb","SE",1,"Mouse"
"1123","Dgat2","SE",1,"Mouse"
"1124","Dgcr6","SE",2,"Mouse"
"1125","Dgcr8","SE",1,"Mouse"
"1126","Dgkb","SE",1,"Mouse"
"1127","Dgkd","SE",4,"Mouse"
"1128","Dgkg","MX",1,"Mouse"
"1129","Dgkg","SE",9,"Mouse"
"1130","Dgkh","SE",1,"Mouse"
"1131","Dgki","SE",1,"Mouse"
"1132","Dgkz","SE",2,"Mouse"
"1133","Dglucy","SE",1,"Mouse"
"1134","Dguok","SE",2,"Mouse"
"1135","Dhcr7","SE",4,"Mouse"
"1136","Dhrs13","MX",1,"Mouse"
"1137","Dhrs13","SE",1,"Mouse"
"1138","Dhrs7b","SE",1,"Mouse"
"1139","Dhx30","SE",6,"Mouse"
"1140","Dhx32","SE",1,"Mouse"
"1141","Dhx34","SE",1,"Mouse"
"1142","Dhx36","SE",1,"Mouse"
"1143","Dhx57","SE",1,"Mouse"
"1144","Diaph2","SE",2,"Mouse"
"1145","Dip2a","SE",1,"Mouse"
"1146","Dip2b","SE",2,"Mouse"
"1147","Dip2c","SE",1,"Mouse"
"1148","Dipk1c","SE",1,"Mouse"
"1149","Diras1","SE",1,"Mouse"
"1150","Dis3","SE",1,"Mouse"
"1151","Dis3l2","SE",4,"Mouse"
"1152","Dixdc1","SE",2,"Mouse"
"1153","Dkc1","SE",1,"Mouse"
"1154","Dkk3","SE",1,"Mouse"
"1155","Dkkl1","SE",1,"Mouse"
"1156","Dlg1","MX",1,"Mouse"
"1157","Dlg1","SE",5,"Mouse"
"1158","Dlg3","MX",1,"Mouse"
"1159","Dlg3","SE",2,"Mouse"
"1160","Dlg4","SE",2,"Mouse"
"1161","Dlgap1","SE",8,"Mouse"
"1162","Dlgap2","SE",1,"Mouse"
"1163","Dlgap4","MX",1,"Mouse"
"1164","Dlgap4","SE",9,"Mouse"
"1165","Dlst","SE",1,"Mouse"
"1166","Dmac2","SE",2,"Mouse"
"1167","Dmac2l","SE",3,"Mouse"
"1168","Dmd","SE",2,"Mouse"
"1169","Dmtf1","SE",2,"Mouse"
"1170","Dmtn","SE",2,"Mouse"
"1171","Dmwd","SE",1,"Mouse"
"1172","Dmxl1","SE",1,"Mouse"
"1173","Dnaja3","SE",3,"Mouse"
"1174","Dnaja4","SE",1,"Mouse"
"1175","Dnajb2","SE",2,"Mouse"
"1176","Dnajb4","SE",2,"Mouse"
"1177","Dnajb5","MX",2,"Mouse"
"1178","Dnajb5","SE",4,"Mouse"
"1179","Dnajb6","SE",1,"Mouse"
"1180","Dnajc1","SE",2,"Mouse"
"1181","Dnajc10","SE",1,"Mouse"
"1182","Dnajc13","SE",2,"Mouse"
"1183","Dnajc15","SE",1,"Mouse"
"1184","Dnajc17","SE",1,"Mouse"
"1185","Dnajc18","SE",1,"Mouse"
"1186","Dnajc24","SE",1,"Mouse"
"1187","Dnajc25","SE",1,"Mouse"
"1188","Dnajc27","SE",1,"Mouse"
"1189","Dnajc5","MX",1,"Mouse"
"1190","Dnajc5","SE",4,"Mouse"
"1191","Dnajc6","MX",1,"Mouse"
"1192","Dnajc6","SE",3,"Mouse"
"1193","Dnajc7","SE",2,"Mouse"
"1194","Dnajc8","SE",1,"Mouse"
"1195","Dnal1","SE",2,"Mouse"
"1196","Dnal4","SE",1,"Mouse"
"1197","Dner","SE",2,"Mouse"
"1198","Dnlz","SE",1,"Mouse"
"1199","Dnm1","MX",3,"Mouse"
"1200","Dnm1","SE",10,"Mouse"
"1201","Dnm1l","MX",1,"Mouse"
"1202","Dnm1l","SE",7,"Mouse"
"1203","Dnm2","MX",1,"Mouse"
"1204","Dnm2","SE",5,"Mouse"
"1205","Dnm3","SE",2,"Mouse"
"1206","Dnttip1","SE",1,"Mouse"
"1207","Dock10","SE",2,"Mouse"
"1208","Dock3","SE",1,"Mouse"
"1209","Dock4","SE",3,"Mouse"
"1210","Dock7","MX",1,"Mouse"
"1211","Dock7","SE",3,"Mouse"
"1212","Dok7","SE",1,"Mouse"
"1213","Dop1a","SE",1,"Mouse"
"1214","Dop1b","SE",1,"Mouse"
"1215","Dpf1","SE",3,"Mouse"
"1216","Dpf2","SE",1,"Mouse"
"1217","Dph3","SE",2,"Mouse"
"1218","Dph6","SE",1,"Mouse"
"1219","Dph7","SE",2,"Mouse"
"1220","Dpp10","SE",1,"Mouse"
"1221","Dpp3","SE",1,"Mouse"
"1222","Dpp7","SE",1,"Mouse"
"1223","Dpp8","SE",2,"Mouse"
"1224","Dpy30","SE",1,"Mouse"
"1225","Dpysl4","SE",1,"Mouse"
"1226","Dram2","SE",1,"Mouse"
"1227","Drc1","SE",3,"Mouse"
"1228","Drg1","SE",1,"Mouse"
"1229","Drosha","SE",1,"Mouse"
"1230","Drp2","SE",1,"Mouse"
"1231","Dsc3","SE",1,"Mouse"
"1232","Dscaml1","SE",1,"Mouse"
"1233","Dst","SE",1,"Mouse"
"1234","Dtna","SE",4,"Mouse"
"1235","Dtnb","MX",1,"Mouse"
"1236","Dtnb","SE",7,"Mouse"
"1237","Dtwd1","SE",1,"Mouse"
"1238","Dtx2","SE",1,"Mouse"
"1239","Dus3l","SE",1,"Mouse"
"1240","Dusp22","SE",1,"Mouse"
"1241","Dusp26","SE",1,"Mouse"
"1242","Dusp3","SE",1,"Mouse"
"1243","Dusp6","SE",1,"Mouse"
"1244","Dusp8","SE",1,"Mouse"
"1245","Dvl1","SE",1,"Mouse"
"1246","Dym","SE",2,"Mouse"
"1247","Dync1i1","SE",2,"Mouse"
"1248","Dync1i2","SE",3,"Mouse"
"1249","Dync1li1","SE",1,"Mouse"
"1250","Dync1li2","SE",1,"Mouse"
"1251","Dynll2","SE",1,"Mouse"
"1252","Dyrk1b","SE",1,"Mouse"
"1253","Dzank1","MX",1,"Mouse"
"1254","Dzank1","SE",3,"Mouse"
"1255","Dzip1","SE",4,"Mouse"
"1256","Dzip1l","SE",1,"Mouse"
"1257","Dzip3","SE",1,"Mouse"
"1258","E030013I19Rik","SE",1,"Mouse"
"1259","E130307A14Rik","MX",1,"Mouse"
"1260","E130307A14Rik","SE",6,"Mouse"
"1261","E130311K13Rik","SE",3,"Mouse"
"1262","E2f6","SE",2,"Mouse"
"1263","Ecd","SE",2,"Mouse"
"1264","Ece1","SE",3,"Mouse"
"1265","Ece2","SE",1,"Mouse"
"1266","Eci1","SE",1,"Mouse"
"1267","Ecm1","SE",1,"Mouse"
"1268","Ecpas","SE",2,"Mouse"
"1269","Ecsit","MX",1,"Mouse"
"1270","Ecsit","SE",5,"Mouse"
"1271","Eda","SE",1,"Mouse"
"1272","Edc3","SE",1,"Mouse"
"1273","Edem2","SE",1,"Mouse"
"1274","Edem3","SE",2,"Mouse"
"1275","Edf1","SE",1,"Mouse"
"1276","Edil3","MX",1,"Mouse"
"1277","Edil3","SE",2,"Mouse"
"1278","Edrf1","SE",1,"Mouse"
"1279","Eef1akmt2","MX",1,"Mouse"
"1280","Eef1akmt2","SE",4,"Mouse"
"1281","Eef1d","SE",2,"Mouse"
"1282","Eef2k","SE",1,"Mouse"
"1283","Eefsec","MX",2,"Mouse"
"1284","Eefsec","SE",6,"Mouse"
"1285","Efcab10","SE",1,"Mouse"
"1286","Efcab14","SE",2,"Mouse"
"1287","Efcc1","SE",1,"Mouse"
"1288","Efemp2","SE",1,"Mouse"
"1289","Efna1","SE",1,"Mouse"
"1290","Efna3","SE",1,"Mouse"
"1291","Efnb2","SE",1,"Mouse"
"1292","Efr3a","SE",1,"Mouse"
"1293","Efr3b","SE",1,"Mouse"
"1294","Egfl7","SE",1,"Mouse"
"1295","Egln1","SE",1,"Mouse"
"1296","Egln2","SE",1,"Mouse"
"1297","Ehbp1","SE",2,"Mouse"
"1298","Ehd1","SE",1,"Mouse"
