"","associated_gene","Human (Adult)_Detected_LogTPM_Isoseq","Human (Adult)","Human (Fetal)_Detected_LogTPM_Isoseq","Human (Fetal)"
"2833","DIRAS1",2.81991436390973,"Human (Adult)",2.48123853597622,"Human (Fetal)"
"2834","DIRAS2",1.47552209022462,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"2835","DIRAS3",NA,NA,1.40935652867009,"Human (Fetal)"
"2836","DIS3",NA,NA,1.82432987664091,"Human (Fetal)"
"2837","DIS3L",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"2838","DIS3L2",1.17449209456064,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"2839","DISP3",NA,NA,1.6646290337734,"Human (Fetal)"
"2840","DIXDC1",1.17449209456064,"Human (Adult)",1.91450650699,"Human (Fetal)"
"2841","DKC1",1.6516133492803,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"2842","DKK3",2.92268012156684,"Human (Adult)",2.52329988097693,"Human (Fetal)"
"2843","DLAT",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"2844","DLC1",1.42976459966395,"Human (Adult)",NA,NA
"2845","DLD",1.58946544253146,"Human (Adult)",2.42638986796887,"Human (Fetal)"
"2846","DLEU1",NA,NA,1.01141651999805,"Human (Fetal)"
"2847","DLEU7",1.47552209022462,"Human (Adult)",NA,NA
"2848","DLG1",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2849","DLG2",2.04372381429162,"Human (Adult)",2.27858824840107,"Human (Fetal)"
"2850","DLG3",1.25367334060826,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"2851","DLG4",1.25367334060826,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"2852","DLG5",NA,NA,1.18750777905373,"Human (Fetal)"
"2853","DLGAP1",2.2748626396782,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"2854","DLGAP2",0.952643344944283,"Human (Adult)",NA,NA
"2855","DLGAP3",1.99403603010251,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"2856","DLGAP4",1.79774138495854,"Human (Adult)",2.70161260002657,"Human (Fetal)"
"2857","DLGAP5",NA,NA,1.88647778338975,"Human (Fetal)"
"2858","DLK2",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"2859","DLL3",1.42976459966395,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"2860","DLST",1.07758208155258,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"2861","DLX1",1.07758208155258,"Human (Adult)",2.31244651566203,"Human (Fetal)"
"2862","DLX2",NA,NA,2.58544778772577,"Human (Fetal)"
"2863","DLX5",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2864","DLX6-AS1",1.25367334060826,"Human (Adult)",1.91450650699,"Human (Fetal)"
"2865","DMAC1",1.55470333627225,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"2866","DMAC2",1.70597101160289,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"2867","DMAC2L",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"2868","DMAP1",2.09877138062252,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"2869","DMD",1.32062013023888,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"2870","DMKN",0.776552085888602,"Human (Adult)",NA,NA
"2871","DMPK",1.87346209889666,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"2872","DMRTA2",NA,NA,1.18750777905373,"Human (Fetal)"
"2873","DMRTC1B",1.51691477538285,"Human (Adult)",NA,NA
"2874","DMTF1",0.776552085888602,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"2875","DMTN",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2876","DMWD",2.3267804389437,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"2877","DMXL1",1.17449209456064,"Human (Adult)",NA,NA
"2878","DMXL2",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"2879","DNAAF2",1.32062013023888,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"2880","DNAAF4",0.776552085888602,"Human (Adult)",NA,NA
"2881","DNAAF5",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2882","DNAH1",0.776552085888602,"Human (Adult)",NA,NA
"2883","DNAH14",NA,NA,1.01141651999805,"Human (Fetal)"
"2884","DNAH5",NA,NA,1.01141651999805,"Human (Fetal)"
"2885","DNAH6",NA,NA,1.01141651999805,"Human (Fetal)"
"2886","DNAH9",1.17449209456064,"Human (Adult)",NA,NA
"2887","DNAI1",0.776552085888602,"Human (Adult)",NA,NA
"2888","DNAJA1",2.84843409319473,"Human (Adult)",3.12702703167235,"Human (Fetal)"
"2889","DNAJA2",1.58946544253146,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"2890","DNAJA3",2.17449209456064,"Human (Adult)",2.01141651999805,"Human (Fetal)"
"2891","DNAJA4",2.20791585004759,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"2892","DNAJB1",2.65736567816939,"Human (Adult)",2.73569238959884,"Human (Fetal)"
"2893","DNAJB11",1.83724992624221,"Human (Adult)",1.91450650699,"Human (Fetal)"
"2894","DNAJB12",1.55470333627225,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"2895","DNAJB14",1.25367334060826,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"2896","DNAJB2",2.26085192523539,"Human (Adult)",2.45074921382832,"Human (Fetal)"
"2897","DNAJB4",1.47552209022462,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"2898","DNAJB5",1.81794477104683,"Human (Adult)",2.62420037671779,"Human (Fetal)"
"2899","DNAJB6",2.74269381862764,"Human (Adult)",3.0995526086986,"Human (Fetal)"
"2900","DNAJB9",1.70597101160289,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"2901","DNAJC1",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"2902","DNAJC10",1.37861207721656,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"2903","DNAJC11",2.14761994816034,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"2904","DNAJC12",1.07758208155258,"Human (Adult)",NA,NA
"2905","DNAJC13",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"2906","DNAJC14",1.6516133492803,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"2907","DNAJC15",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"2908","DNAJC17",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2909","DNAJC18",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2910","DNAJC19",1.17449209456064,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"2911","DNAJC2",NA,NA,1.01141651999805,"Human (Fetal)"
"2912","DNAJC24",0.776552085888602,"Human (Adult)",NA,NA
"2913","DNAJC25",1.17449209456064,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"2914","DNAJC27",1.07758208155258,"Human (Adult)",NA,NA
"2915","DNAJC3",0.776552085888602,"Human (Adult)",NA,NA
"2916","DNAJC4",0.952643344944283,"Human (Adult)",NA,NA
"2917","DNAJC5",1.93792008812358,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"2918","DNAJC6",2.03182459099191,"Human (Adult)",2.01141651999805,"Human (Fetal)"
"2919","DNAJC7",1.90688585438361,"Human (Adult)",2.32317038105381,"Human (Fetal)"
"2920","DNAJC8",1.79774138495854,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"2921","DNAJC9",0.776552085888602,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"2922","DNAL1",NA,NA,1.6646290337734,"Human (Fetal)"
"2923","DNAL4",1.67964207288055,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"2924","DNALI1",1.55470333627225,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"2925","DNASE1L1",1.32062013023888,"Human (Adult)",NA,NA
"2926","DNASE1L2_E4F1",NA,NA,1.01141651999805,"Human (Fetal)"
"2927","DNASE2",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"2928","DNER",2.3620128153971,"Human (Adult)",2.49571635934484,"Human (Fetal)"
"2929","DNLZ",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2930","DNM1",3.42491209686953,"Human (Adult)",2.21553650265398,"Human (Fetal)"
"2931","DNM1L",1.37861207721656,"Human (Adult)",2.30145113136057,"Human (Fetal)"
"2932","DNM2",2.05530568684143,"Human (Adult)",2.10832653300611,"Human (Fetal)"
"2933","DNM3",1.42976459966395,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2934","DNMBP",0.776552085888602,"Human (Adult)",NA,NA
"2935","DNMT1",1.51691477538285,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"2936","DNMT3A",0.776552085888602,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"2937","DNPEP",1.42976459966395,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"2938","DNPH1",1.55470333627225,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2939","DNTTIP1",1.62165012590286,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2940","DNTTIP2",1.79774138495854,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2941","DOC2A",2.42000476237479,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"2942","DOC2B",NA,NA,1.01141651999805,"Human (Fetal)"
"2943","DOCK1",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"2944","DOCK10",1.07758208155258,"Human (Adult)",NA,NA
"2945","DOCK3",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2946","DOCK4",1.17449209456064,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"2947","DOCK5",0.776552085888602,"Human (Adult)",NA,NA
"2948","DOCK7",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2949","DOCK9",1.32062013023888,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"2950","DOHH",2.33285458665589,"Human (Adult)",2.20174821816834,"Human (Fetal)"
"2951","DOK1",1.07758208155258,"Human (Adult)",NA,NA
"2952","DOK4",1.67964207288055,"Human (Adult)",2.65977653097898,"Human (Fetal)"
"2953","DOK5",2.03182459099191,"Human (Adult)",2.7822685316402,"Human (Fetal)"
"2954","DOK6",2.44400503877856,"Human (Adult)",2.46626138000656,"Human (Fetal)"
"2955","DOLPP1",1.85573333193623,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"2956","DONSON",NA,NA,1.55548456434833,"Human (Fetal)"
"2957","DOP1A",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2958","DOP1B",NA,NA,1.01141651999805,"Human (Fetal)"
"2959","DPAGT1",1.42976459966395,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"2960","DPCD",1.37861207721656,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"2961","DPEP1",NA,NA,1.18750777905373,"Human (Fetal)"
"2962","DPF1",1.89049543819544,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"2963","DPF2",2.00700100726688,"Human (Adult)",2.79317189465052,"Human (Fetal)"
"2964","DPF3",1.17449209456064,"Human (Adult)",NA,NA
"2965","DPH1",2.03182459099191,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"2966","DPH2",1.55470333627225,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"2967","DPH3",1.32062013023888,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"2968","DPH5",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"2969","DPH6",1.17449209456064,"Human (Adult)",NA,NA
"2970","DPH7",1.58946544253146,"Human (Adult)",2.20174821816834,"Human (Fetal)"
"2971","DPM1",1.25367334060826,"Human (Adult)",NA,NA
"2972","DPM2",1.51691477538285,"Human (Adult)",2.22890046421196,"Human (Fetal)"
"2973","DPM3",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2974","DPP10",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2975","DPP10-AS1",0.952643344944283,"Human (Adult)",NA,NA
"2976","DPP3",1.55470333627225,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"2977","DPP6",1.47552209022462,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"2978","DPP7",2.82382695327278,"Human (Adult)",2.40935652867009,"Human (Fetal)"
"2979","DPP8",1.67964207288055,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"2980","DPP9",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2981","DPY19L1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2982","DPY19L2",NA,NA,1.31244651566203,"Human (Fetal)"
"2983","DPY19L2P2",NA,NA,1.31244651566203,"Human (Fetal)"
"2984","DPY19L2P4",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2985","DPY19L3",NA,NA,1.01141651999805,"Human (Fetal)"
"2986","DPY30",1.73079459532793,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"2987","DPYD",NA,NA,1.18750777905373,"Human (Fetal)"
"2988","DPYS",0.776552085888602,"Human (Adult)",NA,NA
"2989","DPYSL2",2.46229382449087,"Human (Adult)",3.07399850422622,"Human (Fetal)"
"2990","DPYSL3",1.32062013023888,"Human (Adult)",2.72741986363285,"Human (Fetal)"
"2991","DPYSL4",1.7765520858886,"Human (Adult)",2.52329988097693,"Human (Fetal)"
"2992","DPYSL5",1.17449209456064,"Human (Adult)",2.73569238959884,"Human (Fetal)"
"2993","DR1",1.25367334060826,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"2994","DRAM2",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2995","DRAP1",2.12873460399996,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"2996","DRD1",1.32062013023888,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"2997","DRG1",2.04372381429162,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"2998","DRG2",1.92268012156684,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"2999","DRGX",0.776552085888602,"Human (Adult)",NA,NA
"3000","DROSHA",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"3001","DRP2",1.07758208155258,"Human (Adult)",NA,NA
"3002","DSCAM",0.952643344944283,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"3003","DSCAML1",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"3004","DSCC1",NA,NA,1.71038652433407,"Human (Fetal)"
"3005","DSEL",NA,NA,1.01141651999805,"Human (Fetal)"
"3006","DSN1",0.776552085888602,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"3007","DST",1.7765520858886,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"3008","DSTN",2.61224265738103,"Human (Adult)",2.50972707378765,"Human (Fetal)"
"3009","DSTNP2_RPL13P5",0.776552085888602,"Human (Adult)",NA,NA
"3010","DSTYK",NA,NA,1.01141651999805,"Human (Fetal)"
"3011","DTD1",1.83724992624221,"Human (Adult)",2.21553650265398,"Human (Fetal)"
"3012","DTD2",0.776552085888602,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"3013","DTL",NA,NA,1.48853777471772,"Human (Fetal)"
"3014","DTNA",2.30803100293086,"Human (Adult)",NA,NA
"3015","DTNB",2.07758208155258,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"3016","DTNBP1",1.92268012156684,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3017","DTWD1",1.25367334060826,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"3018","DTX1",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3019","DTX2",0.952643344944283,"Human (Adult)",NA,NA
"3020","DTX3",2.6982385613722,"Human (Adult)",2.63466581039595,"Human (Fetal)"
"3021","DTX4",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3022","DTYMK",0.952643344944283,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"3023","DUBR",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"3024","DUS1L",1.85573333193623,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"3025","DUS2",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"3026","DUS3L",1.83724992624221,"Human (Adult)",2.24186544137633,"Human (Fetal)"
"3027","DUS3L_PRR22",1.07758208155258,"Human (Adult)",NA,NA
"3028","DUS4L",NA,NA,1.01141651999805,"Human (Fetal)"
"3029","DUSP1",2.10899054580421,"Human (Adult)",2.57961824406505,"Human (Fetal)"
"3030","DUSP10",0.776552085888602,"Human (Adult)",NA,NA
"3031","DUSP11",1.32062013023888,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"3032","DUSP12",1.47552209022462,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"3033","DUSP16",NA,NA,1.01141651999805,"Human (Fetal)"
"3034","DUSP18",1.62165012590286,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"3035","DUSP2",1.55470333627225,"Human (Adult)",NA,NA
"3036","DUSP22",1.81794477104683,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"3037","DUSP23",1.58946544253146,"Human (Adult)",NA,NA
"3038","DUSP26",2.52084506901128,"Human (Adult)",2.29017012095088,"Human (Fetal)"
"3039","DUSP28",NA,NA,1.01141651999805,"Human (Fetal)"
"3040","DUSP3",2.19152543385942,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"3041","DUSP4",0.776552085888602,"Human (Adult)",2.15754455567629,"Human (Fetal)"
"3042","DUSP5",1.17449209456064,"Human (Adult)",NA,NA
"3043","DUSP6",2.09877138062252,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"3044","DUSP7",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3045","DUSP8",2.28843544686748,"Human (Adult)",NA,NA
"3046","DUT",1.70597101160289,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"3047","DUXAP8",0.776552085888602,"Human (Adult)",NA,NA
"3048","DVL1",1.67964207288055,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3049","DVL2",1.37861207721656,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"3050","DVL3",2.20791585004759,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"3051","DYM",1.37861207721656,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"3052","DYNC1H1",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"3053","DYNC1I1",2.55470333627225,"Human (Adult)",2.59120011661486,"Human (Fetal)"
"3054","DYNC1I2",1.85573333193623,"Human (Adult)",2.60248112702455,"Human (Fetal)"
"3055","DYNC1LI1",2.06658669725112,"Human (Adult)",2.39162776170966,"Human (Fetal)"
"3056","DYNC1LI2",2.07758208155258,"Human (Adult)",2.22890046421196,"Human (Fetal)"
"3057","DYNC2H1",1.17449209456064,"Human (Adult)",NA,NA
"3058","DYNC2LI1",1.47552209022462,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"3059","DYNLL1",2.76998831638621,"Human (Adult)",2.20174821816834,"Human (Fetal)"
"3060","DYNLL2",NA,NA,1.55548456434833,"Human (Fetal)"
"3061","DYNLRB1",2.28170206420851,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"3062","DYNLT1",1.25367334060826,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"3063","DYNLT3",2.3620128153971,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"3064","DYRK1B",2.08830594694436,"Human (Adult)",1.91450650699,"Human (Fetal)"
"3065","DYRK2",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"3066","DYRK4",1.51691477538285,"Human (Adult)",NA,NA
"3067","DYSF",1.6516133492803,"Human (Adult)",NA,NA
"3068","DZIP1",1.17449209456064,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"3069","DZIP3",1.79774138495854,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"3070","E2F1",1.25367334060826,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"3071","E2F2",NA,NA,1.01141651999805,"Human (Fetal)"
"3072","E2F3",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3073","E2F4",1.90688585438361,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"3074","E4F1",1.90688585438361,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"3075","EAF1",1.42976459966395,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"3076","EAPP",1.90688585438361,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"3077","EARS2",1.42976459966395,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"3078","EBAG9",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3079","EBF1",NA,NA,1.18750777905373,"Human (Fetal)"
"3080","EBF4",NA,NA,1.71038652433407,"Human (Fetal)"
"3081","EBLN3P",1.25367334060826,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"3082","EBNA1BP2",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"3083","EBP",1.67964207288055,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"3084","EBPL",0.776552085888602,"Human (Adult)",NA,NA
"3085","ECD",1.37861207721656,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"3086","ECE1",NA,NA,1.01141651999805,"Human (Fetal)"
"3087","ECE2",1.47552209022462,"Human (Adult)",NA,NA
"3088","ECH1",2.50082795548939,"Human (Adult)",2.30145113136057,"Human (Fetal)"
"3089","ECHDC1",1.79774138495854,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"3090","ECHDC2",1.07758208155258,"Human (Adult)",NA,NA
"3091","ECHDC3",NA,NA,1.18750777905373,"Human (Fetal)"
"3092","ECHS1",2.58946544253146,"Human (Adult)",2.26668902510136,"Human (Fetal)"
"3093","ECI1",1.55470333627225,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3094","ECI2",1.87346209889666,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"3095","ECM1",0.952643344944283,"Human (Adult)",NA,NA
"3096","ECPAS",1.17449209456064,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"3097","ECSIT",2.16571817025313,"Human (Adult)",2.01141651999805,"Human (Fetal)"
"3098","ECT2",NA,NA,1.55548456434833,"Human (Fetal)"
"3099","EDARADD",NA,NA,1.01141651999805,"Human (Fetal)"
"3100","EDC3",1.32062013023888,"Human (Adult)",2.12535987230489,"Human (Fetal)"
"3101","EDC4",1.93792008812358,"Human (Adult)",2.38248438226979,"Human (Fetal)"
"3102","EDC4_NRN1L",0.776552085888602,"Human (Adult)",NA,NA
"3103","EDEM1",NA,NA,1.01141651999805,"Human (Fetal)"
"3104","EDEM2",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"3105","EDEM3",0.776552085888602,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"3106","EDF1",2.11897476671081,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"3107","EDIL3",1.87346209889666,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"3108","EDN1",1.37861207721656,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"3109","EDNRB",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3110","EDRF1",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"3111","EED",1.17449209456064,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"3112","EEF1A1",1.07758208155258,"Human (Adult)",4.003528007785,"Human (Fetal)"
"3113","EEF1A2",3.28238011974344,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"3114","EEF1AKMT1",0.776552085888602,"Human (Adult)",NA,NA
"3115","EEF1AKMT2",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"3116","EEF1AKNMT",1.51691477538285,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"3117","EEF1B2",1.90688585438361,"Human (Adult)",1.88647778338975,"Human (Fetal)"
